"-This structure has more potential for shared teaching and research and perhaps increased communication for governance purposes for CAS schools and possibly also COE. I don't see as much potential with the proposed new COB. Part of how we got to this place is because communication has been uneven and people have felt uninformed, uninvolved, or underrepresented. Sometimes special working groups are formed outside of the existing structure (the reorg group is one example). Optimistically, I see the potential for less of that in the future with this structure because more people will be seen as able to represent their colleagues and work across traditional departments and units. By cementing units administratively and not just in name only (the ""division reps"" for UFC, for example), I think communication and governance could improve.
-I think undergraduates conducting research, especially honors students, could benefit as often their questions do not fall along strict disciplinary lines. They often do interdisciplinary work and if we are living that through our structure, they can learn from us about how to think outside limited disciplinary boxes. Maybe they have two mentors within one school or across schools or even across colleges. That happens now, but it's rare. Sure, some of us aren't social scientists and some of us do research that is more quant or qual, etc--at the end of the day, our main goal is to educate students effectively for the future. We want our students to be open to change, so we should be as well. 
-Preserving lower enrolled programs is important, and this seems to help with that issue. ","-The service burden (one stated original reason for the reorg) will probably not be reduced by much for COE unless the nursing and athletic faculty serve on university committees, which I believe is not common practice for most of them now
-To a previous point about local control, if we remove all local control we'd have zero department chairs, and I don't think that's something people want. Some chairs are removed in this structure, which will be an adjustment--that will affect others more than COE so I defer to their perspective on that. ","-define the roles of the deans, associate deans, program director, school directors, department chairs, etc. Who does what? Through this it could be clear what counts as innovating and what would be more like an overreach or inappropriate decisionmaking or directive from those in admin positions.
-some of the mentioned benefits could be realized through a clear model of credit/workload for faculty--for example, when they supervise student research, what kind of time is expected, and what kind of credit do they get, if any? That will shine a light on priorities about whether collaboration is possible and encouraged or just a thing that is cool to have but is not valued or compensated. 
-clarify what staff support will look like and whether these jobs will change. For example, if an admin coordinator now serves a unit that will be combined with other units, will they serve all of the new units? Will there be three+ admin coordinators under one ""unit""? 
-move CPSC out of COB per recent comments shared by SD email. That seems like a mismatch. What about math? I am curious about their thoughts. "
I see no potential to improve organization of UMW at any level. I am very confused about how this will help with student recruitment and retention,Will not have a significant impact,
"(A) We solved the most urgent SCHEV-created problem when small departments agreed to combine. (B) We can't solve the recruitment problem: we've been told that students won't be affected, making it unlikely that reorganization will attract more students. (C) That leaves the problem of helping the CAS Dean have a more balanced workload. Why not just give him more help or more money? ","Creative Writing is not an art, while historic preservation is? How extraordinarily odd! (Has anyone considered what Homer, Shakespeare, or Toni Morrison would say to that?) ","Remove CPSC and MATH from College of Business. Putting them there shows an unbounded ignorance of both fields. (Also ask ECON if they think they belong there.) 

Combine School of the Arts and School of Humanities so the creative production courses in ENLI (e.g., all of creative writing) and CMDS (e.g., film production, digital storytelling) have a sensible home.

Ask SOCG and GEOG if they are happier together than in their former configurations.

Prepare for a deluge of confused pre-meds wondering whether to do the Biomed major or join the College of Education and Health.

Stop focusing on Dean workload and focus on keeping UMW open: if it won't attract new students, skip it."
"Improve:  split the faculty more evenly rather than having three colleges that are equal but one  actually has 80-90% of the teaching faculty, provide opportunities for targeted recruitment efforts and fundraising, reduce administration to some degree overall, give opportunities for and in some cases force multidisciplinary work between departments, give the arts especially their own ""areas"" of influence, cost savings (I wish there was more cost savings)

Weaken:  this structure doesn't weaken much at all at UMW although many teaching faculty seem to think it does, this structure makes a start at cost savings but I wish it did much more, UMW will have to come to grips with the idea that we have the same number of students we had about 20 years ago and many more faculty members.",There will be inevitable disruption but change will always involve disruption.,"Reduce the number of ""chairs"" from what is proposed.  Perhaps merge more departments.  Take a good look at the number and variety of titles, reduce the titles and bring them in line with one another. I count eight different titles in the new organization:  dean, assoc dean, school director, program director, director, executive director, athletic director, and chair.  That are far too many and  it is incredibly confusing.  The names of the schools and colleges need to be reconsidered.  CMDS and ENLI need to be under a single chair."
I see the plan as supporting our mission and creating a more balanced service. ,This does not disrupt our programs. It may help us with community connections. This is only seen as positive through my analysis. ,None noted. 
"Rosalyn Cooperman, PS/IA: This reorganization plan in its current iteration – proposed as costing no jobs and closing no programs – sets up a permission structure to do both in the future when said consolidation demonstrates no value in supporting major programs in trouble or boosting overall enrollment. 

I do not take issue with a need to make workload more equitable or put forward a plan that is fiscally thoughtful. I do take issue with a reorganization plan that moves us away from the values we tell prospective and current students and their families that we embrace but do not sufficiently support in many of our practices. 

Several of my colleagues have ably described the shortcomings of the current reorganization plan, so I will focus my efforts on a very important thread of the conversation that has been overlooked – curricular changes that would better allow UMW to demonstrate its value to prospective and current students as the place for substantive, meaningful learning and professional development opportunities. We keep hearing about this survey or that study that lays bare the very real challenges institutions of higher education face; these data points make clear the need to embrace policies that personalize the educational and professional development experiences for our students. And we are already well positioned to do just that with small class sizes, highly qualified faculty teaching in their areas of expertise, and a regional economy (https://www.bls.gov/regions/mid-atlantic/summary/blssummary_washington.pdf) that is chock-full of employers who want to hire resourceful and well-educated workers. The most recent example of “headwinds” UMW and other higher ed institutions face as identified in the Burning Glass survey (https://stradaeducation.org/wp-content/uploads/2024/02/Talent-Disrupted.pdf?utm_source=StradaEducation.org&utm_medium=Website&utm_campaign=TalentDisrupted&utm_content)is the problem of underemployment among college-educated individuals. In its recommendations, Burning Glass identifies high quality internships as the antidote to underemployment.  Coming out of last year’s SACSCOC reaffirmation of accreditation, we pledged to focus on developing and strengthening our After Mary Washington focus on connecting learning to professional development. And, the Fall 2023 Reorganization Working Group discussed many ideas related to curricular changes that would allow our students to take full advantage of our remarkable geographic location between two capitals. Many of our departments already do this, but there is always room for improvement and greater intention in linking education, field of study, and professional development. 

For example, those of us in the Social Science disciplines believe we can gain substantive leverage by more explicitly centering our programs around the concept of community engagement – not just the activities that students engage in while here at UMW but how those practices match up with careers in community engagement that include work across public and private sectors. Working with the Center for Community Engagement and the Career Center we can focus on engaging with the community, working with local and regional organizations and employers to help meet their needs and serve our students interests and aspirations. Where are those ideas in the reorganization plan?  Radio silence. By focusing on merging departments and shifting others into spaces that make no pedagogical sense we are making it harder to demonstrate that we DO understand what students, their families, and prospective employers want from a college education.  

Workload issues are not the same as enrollment issues. Any reorganization plan needs to have strategies for addressing each pressing issue. The current plan that lumps these two challenges together will fail to sufficiently address either of them, kill departments and programs, and leave us in a further weakened position to attract and retain students.  ","Merging Political Science & International Affairs with History and American Studies would signal to students that these programs are of diminished importance and value despite our programs' established track records in providing an outstanding educational experience for our students and strengthening their writing, speaking, and analytical skills - skills that are both expected and valued by employers. ",Separate workload rebalancing imperatives from embracing curricular changes to more explicitly connect education to professional development and take full advantage of our geographical location between two capitals with a well developed regional economy. Employers want well-educated and trained employees. That should be our explicit charge moving forward as a center piece to attract and retain students. 
"Administrators are leaders, and leaders are servants of the people whom they lead. As proposed, the model creates MORE layers of administration thereby increasing relational distance between leaders (Deans) and the people whom they serve (faculty). The proposed model weakens the entirety of the university because it does not strengthen connection between the people who do the work of education and those who support and facilitate it.","I am actually in favor of reorganization. I think the School Director idea could work with a flatter structure, like in Arts (4 Program Directors).  But, the consolidation of already-stretched departments in Jepson felt like a sucker punch to folks over here, and people as a whole are fairly bitter about the ""don't worry about Jepson sentiment"" only to see the change significant.  A move like that would disrupt what we're trying to do, even for the folks over here who ARE in favor of a reorganization.","In physics, we solve problems by taking a singular problem and breaking it apart into smaller pieces. The proposed model seeks to take several complex problems and solve them with a singular remedy. That is not the way difficult problems have been solved historically.  

Rather than restructuring the faculty and their units around the already existing three-colleges, three-deans model, perhaps the Deans need to seem themselves with greater flexibility and envision themselves in a new light.  A three-college structure where the Arts were separate from the Sciences but could basically run independently might work.  College of Sciences, College of Education & Arts, and College of Humanities (which includes Business).  THIS would redistribute faculty responsibilities more equally among the Deans, which is only one of the four complex problems.  From there, within that solved structure, one then sets out to solve the next complicated problem. "
Our department is large enough that it won't have much effect but I wonder how Anthropology and Art History feel combining with the already somewhat disparate CPR.   Or how CompSci feels about being lumped with COB.  Or how Physics and Environmental Science would feel if grouped together.,"Again, I don't see that it will have much if any effect on us, but we are among those ""at risk"" in SCHEV's eyes so I would like to see a plan that *does* have an effect on us.",I don't understand the purpose of the reorg.  It only seems to address the unequal distribution of work for the deans and perhaps slightly reduce costs with the elimination of CAS Assistant and Associate Dean. It doesn't address SCHEV's concerns for departments with low grad # or the impending demographic cliff.
"I can see new conversations happening within grouped programs that have not happened in recent years (and maybe ever) and those conversations might be productive and interesting. Even the conversations about what is wrong with the proposed reorganization have resulted in productive articulations of program identities. 

I am concerned that devolving budgets from the Dean's office to the school directors will lock in inequalities between school. While there is potential for interdisciplinary connections within the schools, I fear that it will be harder across schools (and interdisciplinary connections are more vibrant and more interesting across those boundaries than within them). This creates bigger silos, but I fear that they are less porous.
","As a department that does not fit in one school, it risks marginalizing parts of our programs and making us less visible or attractive to students in other schools. 

As a new chair, a lot of my time has been focused on program level issues -- CIP codes, increasing declared majors, developing new interdisciplinary majors, etc. How does this work happen in merged departments? Its either unpaid or it doesn't happen. And if we are spending the next couple of years focused on social science or humanities or natural science issues how do we build programs that cross those borders?  

We have a Physical and Environmental concentration in our department that requires no more than three social science classes. Will students understand it in the context of a school of social sciences. We have a Geospatial Analysis major.  We have a GIS Certificate that is completed by students across the university, but mostly students in the new schools of Art and Natural Science and COB.

Geography is very uncomfortable in this proposed reorganization. Because we are a broad discipline, narrow divisions don't reflect who we are and what we do.  ","Having a ""group director"" or ""cluster director"" but leaving most CAS departments in the College of arts and sciences would provide a way of decreasing Keith's management load without reifying divisions. 
  "
"
I was particularly encouraged by Keith's proposal of a center for the study of humanities.   Before coming to UMW, I taught for thirty years at Brown that has a thriving and generously endowed humanities center.  The Cogut Institute for Humanities funds grants for faculty research and course development, and for student research. It also organizes conferences and symposia. It was established in the 1990's with a donation from alumni, the Coguts, and has since received big grants from Mellon ($1.3 million) and other foundations. This is their website:
https://humanities.brown.edu/about ",It could only improve it.,"Establish a center for the study of humanities. The development office should be consulted for the names of donors to UMW, such as the people who helped fund the new science building, for submitting a proposal. I have had experience at Brown and UMW applying for and negotiating grants, and am glad to help in drafting a proposal.     srabson@umw.edu"
"I think that this proposed model could potentially undermine faculty autonomy and could unnecessarily diminish undergraduate teaching and the liberal arts tradition at UMW. I have additional concerns that the school director position will not be effective at recruitment and retention.

Having chairs selected by individual departments is an important way that we do faculty governance at our institution. Combining departments will decrease the number of faculty chairs, which will take away important faculty leadership roles. New roles will be created through school director positions, but these roles will be appointed by the Deans and Provost, and add another layer of administration. I worry that rather than doing effective work at recruitment and retention, these directors will come to see themselves as bosses who will tell already overtaxed faculty and staff to do this work. Through department mergers, a lot of additional work previously done by chairs will be offloaded to program directors. Right now, this model does not discuss how program directors will be compensated for this work.

By forcing department mergers and forcing departments to join other colleges against their preference, this process has the potential to undermine teaching. Many departments do not want to merge with other departments. It is disruptive and undermines how many departments think of themselves. In many instances, it has created new tensions between departments that didn't initially exist.

I believe in the benefits of a liberal arts education. I was heartened to hear how important it is for my colleagues in Computer Science to be part of this tradition. It is unconscionable that the UMW administration would take these colleagues out of the liberal arts and into the College of Business against their will.

","This whole process has been extremely disruptive. So much of our week is spent on this issue. It's caused hurt feelings, sadness, and ill will that was not widespread a year ago. And I still don't understand why, other than ""we need to balance the workload of the deans"" and a ""higher education is in crisis so we need to do something to do something"" kind of feeling.","- Do not merge departments if it is not their preference to merge.
- Do not add Computer Science and Math to the College of Business unless it is their preference.
- Adhere to the faculty handbook. If there is ambiguity in the handbook text, err on the side of favoring faculty governance.
- Go back and reconsider some of the ideas suggested in the working group report."
"The proposed model, whether adopted or not, has weakened the organization of UMW by the way the process was presented and handled, damaging the relationship between faculty and administration. The delivered product is inconsistent with the message presented during the fall semester. From the COE perspective, the 2/2 plan resembles what we expected. It doesn't really change anything in terms of our work or afford new opportunities.","I do not see the proposed plan helping to remedy the disproportionate service burden of COE faculty. Other than superficial similarities, I do not see the potential for ""creating synergies"" within our new academic unit that has been espoused as one of the goals for the plan. Synergies can be created across academic structure without impediment if they make sense.","Focus restructuring on optimizing degree programs (the primary catalyst for this initiative) rather than administrative structure. As our colleagues have urged, take time to consider whether the proposed plan actually addresses the initial goals of this effort and what precedents are being established in adopting the current plan. Focus on structure and ideas that will directly lead to enhancing and distinguishing the student experience at UMW. Provide clear communication about purpose and intention and do not deviate from it."
"BENEFITS - I think where programs/departments were listened to and where their ideas were incorporated into the model, these changes will be beneficial. If certain programs want to have a School of the Arts and believe it would help them with fundraising, wonderful. If other departments want to create inter-disciplinary programs, again, there's a new opportunity to do so and I would support these changes.

COSTS/WEAKNESSES - This model creates far more fragmentation and division across the university that is poorly aligned with our mission as a Liberal Arts institution. If we're teaching students that the core values of critical thinking and cross-disciplinary connections are central to who we are, why then are we creating smaller umbrellas that are often poorly-suited descriptors for the departments that would be forced to occupy them? Computer Science, particularly how it is taught here from a liberal arts perspective, is not IT/Business computing. Geography is not limited to social science - rather, it includes research methods and perspectives that span from the humanities to natural science (we teach natural science labs in the gen ed after all.) I'm sure others could think of numerous examples within their own departments of how the breadth of what we do crosses disciplinary boundaries and approaches. 

Furthermore, the groupings created will likely only confuse prospective students. If you want to do pre-med, wouldn't you be in the College of Health? No, actually, you'd be in the School of Life Sciences... If you want to do math, that's a science right? No, actually you're in the College of Business. The list goes on.

Importantly, this model does not save programs as it has been billed. If the key concern is that certain major numbers are low and are thus targeted by SCHEV, the Feb. 2 model does nothing to improve this unless degree programs combine. What it does do, however, is make it easier to phase out ""dying"" programs because they're already in departments with other programs.

This model is not forward-thinking, with the exception of departments/programs who had direct input into the creation of schools or mergers. In contrast, it is a model that represents only our current problems: that we need to save money (this only saves minimal and has substantial collateral costs), that we have programs that are struggling (which again this does almost nothing to address), and that we have a three-college structure and deans with an inequitable workload. We cannot simply change for the sake of change. 

Over the past decade, I have seen UMW follow this same pattern: rather than intentionally focusing on doing a small number of things well, we try and do all the things, guessing at what students want, what will appease SCHEV, or following the model of other institutions, and we end up doing all the things rather poorly.","As has been explained by others, but it perhaps bears repeating, Geography is not exclusively a social science discipline and that is a tremendous strength and is well-aligned with UMW's mission as a Liberal Arts institution. We teach natural science lab courses in the gen ed. Until recently, we taught a quantitative methods course (we still do but we moved it to 300-level so it no longer qualified.) We also teach GIS, courses on urban planning and sacred spaces and culture, and have (well, before Monroe closed) an advanced pollen analysis lab space. Why would we want to limit our focus and, more importantly perhaps, send a message to potential students about who we are and what we teach that is far more limiting? While I fully support a move to create more interdisciplinary connections across campus, these should be organically developed. In many cases, departments know what they need but aren't given the resources or support to do so. Lastly, while I love my Sociology colleagues, we are two distinct disciplines with distinct approaches and disciplinary perspectives and methodologies. Though there is some overlap, as there are with virtually any pair of disciplines, this should not form the basis of a merger. If Sociology, as a relatively small department, needs to merge in order to create a more balanced workload or service burden, perhaps this could be a merger of department chair oversight rather than a complete merger of departments.

The Geography Department also as a strong identity for our students, which then extends to our alumni. We are often one of the biggest fundraisers for Giving Day - despite having a smaller number of majors than other departments - and our students pride themselves in being ""Geographers."" This again extends beyond the umbrella of ""social science.""

Finally, merging departments and positioning Geography within the ""social science"" umbrella does not align well with how the discipline will likely move over the next decade. FAR more jobs in Geography are in GIS than in the cultural side of Geography. Sustainability and environmental issues have, understandably, risen to the forefront of geographic research, and again this does not align with positioning Geography within any other school aside from the broader, and more apt, College of Arts and Sciences.","1. If a department is unilaterally opposed to their position in the new model, their input should be respected and the model should be adjusted. It is clear that Computer Science is a successful program and would be poorly served by moving out of COB. They should remain in CAS.

2. If a department wants to create a merger or a school, their input, too, should be respected. If there is agreement over the creation of a School of Arts, it should be created. If the new combined AACPR is supported by the faculty in those departments, again, how exciting that those programs can envision new collaborations. What is critically important though, is that the creation of new schools or new combined programs does not necessitate a complete university reorganization! (see point 3 below.)

3. Departments that do not envision themselves to fit well within a particular school should be allowed to simply remain in a College of Arts and Sciences. If Deans need to adjust their workload to be more equitable, this does not require creating formal schools, simply the movement of departments organizationally do be under the oversight of particular deans. Geography, specifically, should not be within a school and should be under the College of Arts and Sciences.

4. We should focus on doing small things well. We will fail, and have failed, when we try and do everything at once with no guiding focus or vision. We also fail whenever we try and chase what we think students want to what we think SCHEV wants. If certain majors are struggling, the Dean and Provost should work with those departments to come up with creative solutions. This might mean more cross-listed courses, more team-teaching, more interdisciplinary majors, and perhaps combining programs. Incremental changes that are intentional and well-supported have a much greater chance of success than throwing a bunch of darts at a wall and hoping a few stick.

5. IF we feel it is imperative to completely restructure the university to avoid our imminent demise, we should be given clear evidence as to why this is needed and we should strongly consider the opportunity to do away with the existing three-college structure. Both Karen Anewalt and Jackie Gallagher have devised alternative models that are more aligned with the AOWG recommendations, provide for a similar cost savings as the Feb. 2 model, and create a more equitable workload for deans than the Feb. 2 model, but avoid the pitfalls of relying on the existing three colleges. Again, this doesn't mean that programs can't create schools, such as a School of the Arts or a School of Business, but such a structure would be far more aligned with our institutional mission than creating further silos and divisions. Lastly, creating ONE college and many schools would be an increased opportunity for fundraising as a wealthy donor might consider donating to create a named School of Business - which sounds far more prestigious.

I finally want to add that faculty are not complaining just for the sake of complaining. Those of us who are concerned about the Feb. 2 model see significant flaws in the proposed reorganization that will ultimately hinder our future endeavors."
